All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Column1,Transaction Types,Transaction Status,"Total Transaction Value (CADmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Geographic Locations [Target/Issuer],Business Description [Target/Issuer],Long Business Description [Target/Issuer],Exchange Country/Region [Primary Listing] [Target/Issuer]
01-02-2020,Neovasc Inc. (TSX:NVCN),TSX:NVCN,Medical Devices,Public Offering,Closed, 13.01 ,-,-,IQTR649750308,Health Care (Primary),Canada (Primary),"Neovasc Inc., a specialty medical device company, develops, manufactures, and markets medical devices worldwide. Its products include the Tiara technology for the transcatheter treatment of mitral valve disease; and the Neovasc Reducer for the treatment of refractory angina. The company was formerly known as Medical Ventures Corp. and changed its name to Neovasc Inc. in July 2008. Neovasc Inc. was incorporated in 2000 and is headquartered in Richmond, Canada.","Neovasc Inc., a specialty medical device company, develops, manufactures, and markets products for the cardiovascular marketplace. Products The company’s products include the Tiara technology in the development for the transcatheter treatment of mitral valve disease, and the Reducer for the treatment of refractory angina. Tiara In 2009, the company started initial activities to develop technologies for catheter-based treatment of mitral valve disease. In 2011, the company formally initiated a new project to develop the Tiara, a product for treating mitral valve disease. The transapically delivered Tiara is in the clinical trial phase providing a minimally invasive transcatheter device for patients who experience severe Mitral Regurgitation as a result of functional (most patients) or degenerative mitral heart valve disease, combined with an enlarged left ventricle. The company continues to conduct pre/post implant analysis to review the overall screening criteria. Additional field clinical engineering support has been established in Europe to provide patient screening and case support. The Tiara has successfully treated 16 patients with previous aortic valves, including mechanical, bioprosthetic and TAVI, without any LVOT obstruction, no peri-procedural deaths or paravalvular leak. The Tiara valve is made up of two major components, such as the leaflets, which are made from the Peripatch bovine tissue licensed from Boston Scientific, a fabric skirt, and the nitinol frame (to which the leaflets and skirt are attached), which is manufactured by a major specialty manufacturer in the medical device industry. The Tiara delivery system is manufactured, packaged and labelled in-house by the company using customized standard catheter construction components that are available through vendors. The company is managing and conducting the TIARA-II study itself in conjunction with certain service providers who undertake portions of data collection, data management, data analysis, safety and event monitoring and similar functions. The Tiara is manufactured for use in these studies by the company at its own facilities following required medical device quality requirements. In the event of a positive outcome from the TIARA-II study and the company successfully obtaining CE Mark approval, the Tiara would be commercially manufactured in the same manner at the company’s facility. Regulatory Status: The Tiara is an early-stage development product without regulatory approvals in any country. The company intends to continue to fund development of the product as cash flow allows and is targeting applying for CE Mark approval in Europe in approximately late 2020, assuming sufficient patients would have been enrolled with sufficient follow-up time by then. In 2016, the company announced that it had received both regulatory and ethics committee approval to initiate the TIARA-II study in Italy. Since then, the company has received regulatory and ethics committee approvals to conduct the study in Germany, Israel, Spain and the United Kingdom. Reducer The Reducer is a treatment for patients with refractory angina, a painful and debilitating condition that occurs when the coronary arteries deliver an inadequate supply of blood to the heart muscle, despite treatment with standard revascularization or cardiac drug therapies. The Reducer is targeting a patient population that has failed to gain relief of their symptoms, despite other medical treatment options. The Reducer is an hourglass-shaped, balloon-expandable, stainless steel, bare metal device, which is implanted in the coronary sinus, creating a restriction in venous outflow from the myocardium (the muscular layer of the heart wall). It is implanted using conventional percutaneous, or needle puncture, techniques. The Reducer is provided sterile and pre-loaded on a balloon catheter system. The system is 9 French sheath compatible and operates through a .035 inch guide wire. The company completed the COSIRA (Coronary Sinus Reducer for Treatment of Refractory Angina), a prospective, multicenter, randomized, double-blind, sham-controlled study to assess the safety and effectiveness of the Reducer device in 2013. In 2016, the company initiated the REDUCER-I observational study as a multi-center, multi-country, three-arm study collecting long-term data from European patients implanted with the Reducer. The study is expected to enroll approximately 400 patients. 190 patients have been enrolled across 20 centers that are active in Italy, Germany, Belgium, the Netherlands, the United Kingdom, and Switzerland. Following the positive data from the COSIRA trial, the company initiated a pilot launch of the Reducer in select European markets in early 2015. The company has signed distribution agreements in multiple jurisdictions across Europe. Direct sales are underway in select centers in Germany. Based on the initial results from the targeted launch, the company has developed an expanded sales plan and strategy for 2019 and beyond. Regulatory Status: The Reducer is approved for sale in Europe, having received CE Mark designation in 2011. In preparation for product launch, the company completed the development of the commercial-generation Reducer and the product is in commercial scale manufacture. In 2017, the company received the U.S. Food and Drug Administration (FDA) approval for an U.S. investigational device exemption clinical trial, COSIRA II (a trial design similar to the COSIRA study). In October 2018, the company announced that the FDA has granted ‘Breakthrough Device Designation’ for the Reducer. The FDA grants this designation to expedite the development and review of a device that demonstrates potential to provide a treatment or diagnosis for life-threatening or irreversibly debilitating diseases. In December 2018, the company filed a Q-Sub submission to the FDA with all available Reducer Clinical evidence, requesting a Sprint FDA discussion meeting. The Neovasc team, together with two major U.S. cardiologists, met with the FDA proposing moving forward with a premarket approval (PMA) submission using the company’s available clinical evidence, including the prospective, multicenter, randomized, double-blind, sham controlled study assessing the safety and efficacy of the Reducer in 104 patients in the European Union and Canada (COSIRA), a multi-center, multi-country, three-arm observational post market study (REDUCER-I), and supportive safety and efficacy data from peer-reviewed journals. In February 2019, the company announced that the FDA had informed the company that, despite ‘Breakthrough Device Designation’, the FDA review team recommends collection of further pre-market blinded data prior to PMA submission. Through the Sprint discussion process, the company would continue discussions with the FDA and their senior management to attempt to bring this promising refractory angina device therapy to the U.S. patients as soon as possible. Marketing The company markets the Reducer through direct sales in Germany and through distributors for other countries in Europe and the Middle East. Strategy The company's core strategy is to focus on re-establishing trust and confidence with its stakeholders, to re-structure the company's financing, and to continue the development and commercialization of its products, the Tiara and the Reducer, providing minimally invasive medical devices for a cardiovascular market that is both growing and under-served by current treatment solutions. History The company was incorporated in 2000 under the laws of the province of British Columbia. It was formerly known as Medical Ventures Corp. and changed its name to Neovasc Inc. in 2008.","TSX:NVCN
Company: Neovasc Inc.
(IQT46472100) - Canada"
03-10-2020,Pascal Biosciences Inc. (TSXV:PAS),TSXV:PAS,Therapeutic R&D,Private Placement,Closed, 0.341 ,-,-,IQTR658145578,Health Care (Primary),Canada (Primary),"Pascal Biosciences Inc., a biopharmaceutical company, researches and develops products for the treatment of cancer, and for the enhancement of immune system. Its development portfolio includes PAS-403, a small molecule therapeutic advancing into clinical trials for the treatment of glioblastoma; and PAS-393, an immuno-stimulatory molecule to enhance the efficacy of checkpoint inhibitors. The company is also developing a B-cell targeted antibody for acute lymphoblastic leukemia and B cell lymphomas. The company has a research collaboration agreement with Y-Biologics for the discovery and development of novel bispecific antibodies for the treatment of leukemia. Pascal Biosciences Inc. was founded in 2013 and is headquartered in Vancouver, Canada.",-,"TSXV:PAS
Company: Pascal Biosciences Inc.
(IQT206253827) - Canada"
01-21-2020,Profound Medical Corp. (TSX:PRN),TSX:PRN,Medical Devices,Public Offering,Closed, 45.07 ,-,-,IQTR651895052,Health Care (Primary),Canada (Primary),"Profound Medical Corp. operates as a medical technology company focuses on magnetic resonance guided ablation procedures in Canada, Germany, and Finland. It is developing a treatment to ablate the prostate gland in prostate cancer patients, treatment of uterine fibroids and nerves, and palliative pain treatment for patients with metastatic bone disease. The company is headquartered in Mississauga, Canada.",-,"TSX:PRN
Company: Profound Medical Corp.
(IQT269189531) - Canada"
03-05-2020,Rapid Dose Therapeutics Corp. (CNSX:DOSE),CNSX:DOSE,Commercial Therapeutics,Private Placement,Announced, 10.0 ,-,-,IQTR657426038,Health Care (Primary),Canada (Primary),"Rapid Dose Therapeutics Corp., a life sciences company, provides drug delivery technologies designed to improve patient outcomes in Canada. The company’s over the counter products include QuickStrip, a processed oral film that contains the active molecule embedded in the delivery matrix; QuickStrip energy; vitamin B12; and QuickStrip sleep that delivers melatonin to your system. It also offers PharmaStrip delivery system. The company serves pharmaceutical and healthcare manufacturing industry. It has a research partnership program with McMaster University for developing biopolymer compositions that can offer enhanced drug delivery performance when formulated in oral dissolvable thin films Rapid Dose Therapeutics Corp. is based in Burlington, Canada.",-,"CNSX:DOSE
Company: Rapid Dose Therapeutics Corp.
(IQT595207521) - Canada"
01-29-2020,Relay Medical Corp. (CNSX:RELA),CNSX:RELA,Medical Devices,Private Placement,Closed, 0.945 ,-,-,IQTR652959575,Health Care (Primary),Canada (Primary),"Relay Medical Corp. develops and sells products in the medical device, consumer health, and health IT industries. It provides HemoPalm, a handheld blood analyzer and single-use cartridge system for point-of-care blood gas and CO-oximetry testing; and Pharmatrac, an AI and data analytics driven personal medication management system for non-adherence to treatment. It also provides products and services related to the management of decentralized fleets of medical devices, and the data streams. The company was formerly known as ChroMedX Corp. and changed its name to Relay Medical Corp. in June 2018. Relay Medical Corp. is headquartered in Toronto, Canada.",-,"CNSX:RELA
Company: Relay Medical Corp.
(IQT267451934) - Canada"
01-31-2020,SQI Diagnostics Inc. (TSXV:SQD),TSXV:SQD,Medical Devices,Private Placement,Closed, 4.0 ,-,-,IQTR653130914,Health Care (Primary),Canada (Primary),"SQI Diagnostics Inc., a life sciences company, develops and commercializes proprietary technologies and products for multiplexing diagnostics in Canada. It offers a range of multiplexed products and services, including detecting and quantifying proteins, antibodies, and DNA. The company provides sqidworks, a workhorse system that enables to load plates and get report; sqidlite, a benchtop system, which allows processing one plate per run; and sqid-X that accesses various multiplexing power of Ig_plex technology with its semi-automated system. Its products are used in immunogenicity and bioanalysis, IVD and clinical, biomarkers, and assay development applications. The company serves pharmaceutical and biotechnology drug development, human diagnostic testing, and animal health diagnostic testing markets. SQI Diagnostics Inc. was founded in 1999 and is headquartered in Toronto, Canada.",-,"TSXV:SQD
Company: SQI Diagnostics Inc.
(IQT34231255) - Canada"
02-19-2020,StageZero Life Sciences Ltd. (TSX:SZLS),TSX:SZLS,Medical Devices,Private Placement,Closed, 1.18 ,-,-,IQTR655757257,Health Care (Primary),Canada (Primary),"StageZero Life Sciences Ltd. focuses on developing and commercializing proprietary molecular diagnostic tests for the early detection of diseases and personalized health management with a primary focus on cancer-related indications. Its proprietary platform technology, the Sentinel Principle, identifies novel biomarkers from whole blood. The company’s lead product is ColonSentry, a blood test to determine an individual’s current risk for having colorectal cancer. The company was formerly known as GeneNews Limited. StageZero Life Sciences Ltd. was founded in 1998 and is headquartered in Richmond Hill, Canada.","StageZero Life Sciences, Ltd. engages in detection of cancer and multiple disease states through whole blood. The company’s next generation test, Aristotle, is a multi-cancer panel for simultaneously screening for 10 cancers from a single sample of blood with high sensitivity and specificity for each cancer. Aristotle is built on the company’s proprietary mRNA technology platform, which was validated on 10,000 patients and used to develop the liquid biopsy for Colorectal Cancer. In addition to building a pipeline of products for early cancer detection, the company operates a CAP accredited and CLIA certified reference laboratory based in Richmond, Virginia that offers the ColonSentry test, as well as licensed biomarker tests for lung, breast and prostate cancers. The company developed blood-based biomarker tests for the early identification of Colorectal Cancer. ColonSentry uses the company’s proprietary Sentinel Principle technology, which is based on the scientific observation that circulating blood reflects, in a detectable way, what is occurring throughout the body. ColonSentry is a proprietary liquid biopsy test that uses advanced gene expression (mRNA) technology for the early identification of Colorectal Cancer. History StageZero Life Sciences Ltd., formerly known as GeneNews Limited, was founded in 1998.","TSX:SZLS
Company: StageZero Life Sciences Ltd.
(IQT29828484) - Canada"
01-27-2020,StageZero Life Sciences Ltd. (TSX:SZLS),TSX:SZLS,Medical Devices,Private Placement,Closed, 0.674 ,-,-,IQTR652639577,Health Care (Primary),Canada (Primary),"StageZero Life Sciences Ltd. focuses on developing and commercializing proprietary molecular diagnostic tests for the early detection of diseases and personalized health management with a primary focus on cancer-related indications. Its proprietary platform technology, the Sentinel Principle, identifies novel biomarkers from whole blood. The company’s lead product is ColonSentry, a blood test to determine an individual’s current risk for having colorectal cancer. The company was formerly known as GeneNews Limited. StageZero Life Sciences Ltd. was founded in 1998 and is headquartered in Richmond Hill, Canada.","StageZero Life Sciences, Ltd. engages in detection of cancer and multiple disease states through whole blood. The company’s next generation test, Aristotle, is a multi-cancer panel for simultaneously screening for 10 cancers from a single sample of blood with high sensitivity and specificity for each cancer. Aristotle is built on the company’s proprietary mRNA technology platform, which was validated on 10,000 patients and used to develop the liquid biopsy for Colorectal Cancer. In addition to building a pipeline of products for early cancer detection, the company operates a CAP accredited and CLIA certified reference laboratory based in Richmond, Virginia that offers the ColonSentry test, as well as licensed biomarker tests for lung, breast and prostate cancers. The company developed blood-based biomarker tests for the early identification of Colorectal Cancer. ColonSentry uses the company’s proprietary Sentinel Principle technology, which is based on the scientific observation that circulating blood reflects, in a detectable way, what is occurring throughout the body. ColonSentry is a proprietary liquid biopsy test that uses advanced gene expression (mRNA) technology for the early identification of Colorectal Cancer. History StageZero Life Sciences Ltd., formerly known as GeneNews Limited, was founded in 1998.","TSX:SZLS
Company: StageZero Life Sciences Ltd.
(IQT29828484) - Canada"
03-25-2020,Titan Medical Inc. (TSX:TMD),TSX:TMD,Medical Devices,Public Offering,Closed,1.2,-,-,IQTR660525680,Health Care (Primary),Canada (Primary),"Titan Medical Inc., a research and development stage company, focuses on the design, development, and commercialization of computer-assisted robotic surgical technologies for application in minimally invasive surgery (MIS). The company is developing the SPORT Surgical System, a single-port robotic surgical system that comprises a surgeon-controlled patient cart, which includes a 3D vision system and multi-articulating instruments for performing MIS procedures; and a surgeon workstation that provides the surgeon with ergonomic interface to the patient cart and a 3D endoscopic view inside the patient’s body during MIS procedures. The SPORT Surgical System enables surgeons to perform surgical procedures for gynecologic, urologic, colorectal, and general abdominal indications. Titan Medical Inc. is headquartered in Toronto, Canada.","Titan Medical Inc. focuses on research and development through to the commercialization of computer-assisted robotic surgical technologies for application in minimally invasive surgery (MIS). The company is developing the SPORT Surgical System, a single-port robotic surgical system consists of a surgeon-controlled patient cart that includes a 3D high definition vision system and multi-articulating instruments for performing MIS procedures, and a surgeon workstation that provides the surgeon with an advanced ergonomic interface to the patient cart and a 3D endoscopic view inside the patient’s body during MIS procedures. The SPORT Surgical System patient cart is being developed to deliver interactive multi-articulating instruments and a 3D high definition vision system into a patient’s abdominal body cavity through a single access port. The company focuses on surgical indications for the SPORT Surgical System, which might include one or more of gynecologic, urologic, colorectal or general abdominal procedures. As part of the development of the SPORT Surgical System, the company is developing a training curriculum and post-training assessment tools for surgeons and surgical teams. The company evaluates its technologies under development for intellectual property protection through a combination of trade secrets and patent application filings. Intellectual Property Protection As of March 29, 2019, the company had ownership of 31 patents and 76 patent applications. It is also possible that the use of SPORT, SPORT Surgical System, Titan, Titan Medical or variations thereof might infringe or contravene the rights, including trademark rights, of other parties in one or more countries. Significant Events In January 2020, the company and Cambridge Design Partnership Ltd. announced an expanded engagement in respect of the instrument development program for its single-port robotic surgical system.","TSX:TMD
Company: Titan Medical Inc.
(IQT47190779) - Canada"
01-22-2020,Trillium Therapeutics Inc. (TSX:TRIL),TSX:TRIL,Therapeutic R&D,Public Offering,Closed, 133.76 ,-,-,IQTR652017008,Health Care (Primary),Canada (Primary),"Trillium Therapeutics Inc., a clinical-stage immuno-oncology company, develops therapies for the treatment of cancer. The company’s lead program is TTI-621, a SIRPaFc fusion protein that acts a soluble decoy receptor preventing CD47 from delivering its inhibitory signal, which is in Phase Ib clinical trials for advanced hematologic malignancies, and solid tumors and mycosis fungoides. Its product candidates also include TTI-622, an IgG4 SIRPaFc protein for combination therapy; and TTI-2341, an epidermal growth factor receptor antagonist, which is in preclinical development stage, as well as undisclosed immuno-oncology targets that are in the discovery Phase. The company was formerly known as Stem Cell Therapeutics Corp. and changed its name to Trillium Therapeutics Inc. in June 2014. Trillium Therapeutics Inc. was founded in 2004 is headquartered in Mississauga, Canada.","Trillium Therapeutics Inc., a clinical stage immuno-oncology company, develops therapies for the treatment of cancer. The company’s major program, TTI-621, is a SIRPaFc fusion protein that consists of the extracellular CD47-binding domain of human signal regulatory protein alpha (SIRPa) linked to the Fc region of a human immunoglobulin G1 (IgG1). It is designed to act as a soluble decoy receptor, preventing CD47 from delivering its inhibitory (‘do not eat’) signal. Two phase 1 clinical trials evaluating TTI-621 are ongoing. In these trials, TTI-621 has shown single agent activity by both local and/or systemic delivery in multiple B- and T-cell lymphoma indications and is tolerated in various patients. The company is also developing a second SIRPaFc fusion protein, TTI-622. TTI-622 consists of the extracellular CD47-binding domain of human SIRPa linked to a human immunoglobulin G4 Fc region, which has a decreased ability to engage Fc receptors than an IgG1 Fc. The company initiated a phase 1 clinical trial for TTI-622 in June 2018. Both SIRPaFc fusion proteins enable CD47 blockade with various levels of Fc receptor engagement on macrophages. The company also has a medicinal chemistry platform that uses proprietary fluorine-based chemistry to yield new chemical entities. Its major advanced preclinical program stemming from this platform is an epidermal growth factor receptor antagonist with uptake and retention in the brain. In addition, various compounds directed at undisclosed immuno-oncology targets are in the discovery phase. Strategy The key elements of the company’s strategy include to rapidly advance the clinical development of TTI-621; focus its TTI-621 clinical program on cancer indications; expand its portfolio of SIRPaFc constructs through advancement of TTI-622; and build a pipeline of novel oncology products using its proprietary medicinal chemistry platform. Intellectual Property In connection specifically with patent applications relating to SIRPaFc, the company controls two main patent families that include nineteen individual filings in all. One family claims the two species of SIRPaFc (TTI-621 and TTI-622) in clinical trials, and their anti-cancer use. These patent rights are owned outright by the company and patent filings have been arranged in the major pharmaceutical markets. Patents are granted in the United States, Australia, Japan and China. Patents emerging from this family begin to expire in 2033. A second SIRPa patent family was in-licensed on an exclusive basis from co-owners UHN and HSC. This family has been filed in the major markets, and patents are granted in Europe, Japan, Canada, and Australia. The claims cover the use of various forms of SIRPa to treat CD47-positive cancers. Patents in this family begin to expire in the year 2029. History Trillium Therapeutics Inc. was founded in 2004. The company was incorporated in 2004. It was formerly known as Stem Cell Therapeutics Corp. and changed its name to Trillium Therapeutics Inc. in 2014.","TSX:TRIL
Company: Trillium Therapeutics Inc.
(IQT13556077) - Canada"
01-28-2020,VentriPoint Diagnostics Ltd. (TSXV:VPT),TSXV:VPT,Medical Devices,Private Placement,Announced, 1.22 ,YuTian Medical Investment Management Co. Ltd,-,IQTR652730138,Health Care (Primary),Canada (Primary),"Ventripoint Diagnostics Ltd., a medical device company, develops and commercializes diagnostic tools that monitor patients with heart disease primarily in Canada, the United States, and Europe. The company offers Ventripoint Medical System, a medical imaging system that is used to generate three-dimensional models with critical volume and functional measurements of a patient’s heart chambers. It also develops a suite of applications for various heart diseases and imaging modalities, including congenital heart diseases, left or right heart failure, and normal hearts. The company is headquartered in Toronto, Canada.",-,"TSXV:VPT
Company: VentriPoint Diagnostics Ltd.
(IQT37361106) - Canada"
02-21-2020,Vitalhub Corp. (TSXV:VHI),TSXV:VHI,e-Health,Public Offering,Closed, 13.5 ,-,-,IQTR655749518,Health Care (Primary),Canada (Primary),"VitalHub Corp., together with its subsidiaries, develops and supports healthcare information systems in the mental health, long term care, community health service, and hospital sectors in Canada and the United States. Its technologies include blockchain, mobile and Web-based assessment, and electronic healthcare record solutions. The company is based in Toronto, Canada.",-,"TSXV:VHI
Company: Vitalhub Corp.
(IQT411552553) - Canada"
03-10-2020,WELL Health Technologies Corp. (TSX:WELL),TSX:WELL,e-Health,Private Placement,Closed, 11.0 ,-,-,IQTR658142791,Health Care (Primary),Canada (Primary),"WELL Health Technologies Corp. owns and operates a portfolio of primary healthcare facilities. The company also provides digital electronic medical records (EMR) software services; and telehealth services. As of March 24, 2020, it operated 20 medical clinics; and provided digital EMR software and services to 1,446 medical clinics across Canada. The company was formerly known as Wellness Lifestyles Inc. and changed its name to WELL Health Technologies Corp. in July 2018. WELL Health Technologies Corp. is headquartered in Vancouver, Canada.",-,"TSX:WELL
Company: WELL Health Technologies Corp.
(IQT434799348) - Canada"
